Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
T318,4490,1532.2,POS Payment,3,Desktop,Los Angeles,1,20,9,Credit Card,0
T319,4677,2543.57,POS Payment,21,Mobile,Boston,4,22,9,Credit Card,0
T320,4888,4511.76,ATM Withdrawal,14,Tablet,Boston,0,78,9,Credit Card,0
T321,2969,927.55,POS Payment,5,,Miami,3,58,6,Credit Card,0
T322,2319,4314.23,Online Purchase,4,Desktop,Miami,1,26,4,Credit Card,0
T323,4391,2106.43,Bank Transfer,15,Tablet,Boston,4,40,6,Credit Card,0
T324,1872,474.12,Bank Transfer,23,Desktop,Miami,0,29,14,Credit Card,0
T325,3317,3027.1,POS Payment,2,Desktop,San Francisco,2,36,7,Credit Card,0
T326,3621,1446.8,Bank Transfer,5,Desktop,New York,1,43,9,Credit Card,0
T327,1131,1071.06,Online Purchase,8,Tablet,Houston,3,106,9,Credit Card,0
T328,1600,2683.36,Bank Transfer,12,Tablet,Miami,1,5,5,Credit Card,0
T329,2863,3870.92,Bank Transfer,1,Mobile,New York,4,68,6,Credit Card,0
T330,2318,4524.74,Bank Transfer,6,Unknown Device,Miami,1,62,2,Credit Card,0
T331,3712,3567.63,POS Payment,19,,Chicago,1,39,4,Credit Card,0
T332,3438,1932.72,POS Payment,1,Mobile,Los Angeles,2,91,9,Credit Card,0
T333,3035,286.79,Bill Payment,13,Mobile,Houston,0,108,11,Credit Card,0
T334,3243,2323.38,Bill Payment,9,Mobile,Miami,0,65,6,Credit Card,0
T335,2857,1378.45,POS Payment,7,Mobile,Miami,0,64,1,Credit Card,0
T336,2658,3238.95,Bill Payment,11,Mobile,New York,2,65,4,Credit Card,0
T337,3853,3775.6,Bill Payment,22,Tablet,Chicago,1,100,9,Credit Card,0
T338,2932,,ATM Withdrawal,11,Tablet,Houston,0,7,4,Credit Card,0
T339,2900,3348.61,ATM Withdrawal,5,Desktop,Chicago,4,44,14,Credit Card,0
T340,3263,4663.44,Bank Transfer,16,Desktop,Chicago,4,16,6,Credit Card,0
T341,3062,4546.33,Bill Payment,5,Tablet,Boston,4,28,11,Credit Card,0
T342,3094,1673.11,ATM Withdrawal,7,Mobile,New York,0,65,11,Credit Card,0
T343,1129,2829.17,Online Purchase,15,Desktop,Miami,1,48,8,Credit Card,0
T344,3674,3309.16,Online Purchase,13,Mobile,Miami,2,116,12,Credit Card,0
T345,2865,2780.68,Bill Payment,11,Desktop,San Francisco,2,20,4,Credit Card,0
T346,3265,353.84,ATM Withdrawal,9,Mobile,Los Angeles,2,14,13,Credit Card,0
T347,3188,670.65,Bank Transfer,23,Tablet,Seattle,1,69,7,Credit Card,0
T348,4005,1981.59,Online Purchase,18,Tablet,New York,2,96,13,Credit Card,0
T349,2863,2316.88,Bill Payment,12,Tablet,Houston,2,33,13,Credit Card,0
T350,1126,2516.93,ATM Withdrawal,20,Mobile,New York,0,50,2,Credit Card,0
T351,2013,410.39,ATM Withdrawal,7,Mobile,New York,1,82,5,Credit Card,0
T352,3826,2702.37,Bank Transfer,11,Tablet,Los Angeles,4,9,11,Credit Card,0
T353,4476,1498.91,Bill Payment,1,Unknown Device,Los Angeles,2,63,3,Credit Card,0
T354,4417,1939.88,ATM Withdrawal,15,Tablet,Los Angeles,4,112,6,Credit Card,0
T355,2645,4735.86,Bill Payment,21,,Houston,1,113,5,Credit Card,0
T356,4030,1945.61,Online Purchase,10,Tablet,Seattle,0,118,12,Credit Card,0
T357,4072,650.84,Bank Transfer,10,Tablet,New York,3,72,12,Credit Card,0
T358,2934,3527.04,Bill Payment,19,Desktop,Miami,0,28,3,Credit Card,1
T359,2332,4599.81,POS Payment,,Tablet,Chicago,2,83,6,Credit Card,0
T360,1201,2955.4,Online Purchase,11,Desktop,Houston,0,107,5,Credit Card,1
T361,4874,807.79,ATM Withdrawal,5,Desktop,Boston,3,12,14,Credit Card,0
T362,3122,4828.05,Bill Payment,12,Desktop,Houston,0,15,2,Credit Card,0
T363,4877,1086.1,Online Purchase,16,Desktop,New York,1,31,10,Credit Card,0
T364,2990,1982.2,Bank Transfer,5,Tablet,Los Angeles,0,116,11,Credit Card,0
T365,2203,,ATM Withdrawal,19,Desktop,Miami,3,87,1,Credit Card,0
T366,1709,1231.69,ATM Withdrawal,14,,Los Angeles,0,14,11,Credit Card,0
T367,4572,5.63,Bill Payment,16,Unknown Device,San Francisco,2,43,8,Credit Card,0
T368,2879,4497.18,ATM Withdrawal,23,Desktop,Chicago,0,95,14,Credit Card,0
T369,3713,2122.6,Bill Payment,6,Mobile,Chicago,2,46,4,Credit Card,0
T370,4953,165.79,Online Purchase,11,Tablet,Los Angeles,0,71,1,Credit Card,0
T371,2492,3450.46,Bill Payment,17,Unknown Device,Seattle,0,104,8,Credit Card,0
T372,1848,804.58,Bank Transfer,0,Mobile,Los Angeles,2,88,1,Credit Card,0
T373,4432,906.38,Online Purchase,10,Tablet,Seattle,0,63,10,Credit Card,0
T374,1688,206.97,POS Payment,8,Tablet,,2,95,5,Credit Card,0
T375,1326,2969.29,Online Purchase,19,Mobile,Houston,0,32,11,Credit Card,0
T376,2759,1565.42,Online Purchase,1,Desktop,Chicago,3,103,12,Credit Card,0
T377,4212,,POS Payment,20,Tablet,Seattle,3,79,3,Credit Card,0
T378,1428,1980.69,ATM Withdrawal,2,Mobile,Seattle,0,51,11,Credit Card,0
T379,4495,4731.3,Bank Transfer,18,Unknown Device,San Francisco,3,14,2,Credit Card,0
T380,4090,418.26,Online Purchase,6,Desktop,New York,4,3,5,Credit Card,0
T381,2394,2771.7,POS Payment,13,Desktop,Miami,4,9,2,Credit Card,0
T382,4057,4931.69,POS Payment,9,Mobile,San Francisco,1,95,13,Credit Card,0
T383,3549,1395.28,Bank Transfer,16,Mobile,,4,72,11,Credit Card,0
T384,4942,4549.71,Bank Transfer,13,Mobile,New York,1,33,5,Credit Card,0
T385,2481,126.92,Bank Transfer,,Tablet,Boston,3,18,12,Credit Card,0
T386,4462,2444.41,POS Payment,0,Mobile,San Francisco,1,20,10,Credit Card,0
T387,1832,1696.62,Bank Transfer,1,Desktop,Chicago,4,27,9,Credit Card,0
T388,3806,1456.52,Bank Transfer,15,Desktop,San Francisco,1,101,1,Credit Card,0
T389,4122,214.66,Bill Payment,17,Desktop,New York,4,28,1,Credit Card,0
T390,4675,3982.79,Online Purchase,17,Desktop,Houston,2,51,11,Credit Card,0
T391,4489,2437.79,ATM Withdrawal,2,Mobile,Boston,4,94,10,Credit Card,0
T392,4874,4606.77,Online Purchase,22,Desktop,Miami,2,104,13,Credit Card,0
T393,2311,946.48,Bank Transfer,22,Unknown Device,Boston,1,37,13,Credit Card,0
T394,3538,1404.7,POS Payment,9,Mobile,Miami,4,18,9,Credit Card,0
T395,1822,3233.02,ATM Withdrawal,17,Tablet,Boston,4,57,3,Credit Card,0
T396,1943,1921.6,ATM Withdrawal,0,Desktop,Miami,2,59,2,Credit Card,0
T397,3054,226.76,POS Payment,15,Tablet,Chicago,2,88,5,Credit Card,1
T398,1914,2946.96,Bank Transfer,2,Tablet,Seattle,2,73,9,Credit Card,0
T399,2308,2025.39,ATM Withdrawal,23,Desktop,Houston,0,109,8,Credit Card,0
T400,3862,4215.96,POS Payment,20,Tablet,Houston,2,30,7,Credit Card,0
T401,3756,1892.78,POS Payment,4,Mobile,Houston,4,15,4,Credit Card,0
T402,1933,4184.65,POS Payment,18,Mobile,Los Angeles,2,47,9,Credit Card,0
T403,2757,,POS Payment,18,Mobile,Houston,4,105,2,Credit Card,0
T404,3987,1650.3,ATM Withdrawal,23,Tablet,Houston,2,86,9,Credit Card,0
T405,2387,885.28,Bill Payment,11,Tablet,Seattle,1,20,6,Credit Card,0
T406,3761,2795.8,Bank Transfer,0,Mobile,New York,4,35,8,Credit Card,0
T407,3106,1684.83,Online Purchase,13,Mobile,Boston,1,102,14,Credit Card,0
T408,4798,2865.09,Bill Payment,12,Tablet,Chicago,3,48,10,Credit Card,0
T409,3768,2619.45,Bank Transfer,22,Mobile,New York,0,5,8,Credit Card,0
T410,1520,1855.79,Bill Payment,,Mobile,San Francisco,2,95,7,Credit Card,0
T411,3599,4827.09,ATM Withdrawal,17,Desktop,Seattle,0,16,11,Credit Card,0
T412,2781,2763.62,ATM Withdrawal,16,Desktop,San Francisco,1,100,11,Credit Card,0
T413,2301,451.79,Bank Transfer,,Mobile,Los Angeles,0,2,4,Credit Card,1
T414,3051,3848.49,Online Purchase,8,Tablet,Seattle,1,118,5,Credit Card,0
T415,4798,299.84,Online Purchase,,Mobile,Los Angeles,0,95,11,Credit Card,0
T416,1074,4234.32,Bill Payment,3,Tablet,Seattle,3,106,3,Credit Card,0
T417,2401,49997.8,Online Purchase,12,Tablet,Los Angeles,0,16,12,Credit Card,0
T418,4700,3259.39,POS Payment,10,Desktop,San Francisco,0,11,2,Credit Card,0
T419,4547,2887.46,ATM Withdrawal,19,Desktop,,3,58,11,Credit Card,0
T420,2845,560.28,Bill Payment,7,Tablet,San Francisco,0,103,5,Credit Card,1
T421,2394,2905.84,Bank Transfer,1,Mobile,Houston,3,29,7,Credit Card,0
T422,2319,4402.89,POS Payment,6,Tablet,Los Angeles,0,33,5,Credit Card,0
T423,3854,1742.73,Bill Payment,15,Tablet,Miami,4,87,5,Credit Card,0
T424,2333,4860.08,Bank Transfer,17,Tablet,Seattle,0,34,7,Credit Card,0
T425,3711,68.22,Bill Payment,19,Desktop,Seattle,0,14,10,Credit Card,0
T426,3116,545.56,ATM Withdrawal,21,Desktop,Boston,1,6,9,Credit Card,0
T427,2762,2228.16,Online Purchase,17,Desktop,,2,21,4,Credit Card,0
T428,4920,484.78,POS Payment,18,Tablet,Chicago,2,89,5,Credit Card,0
T429,4005,2060.16,Online Purchase,18,Desktop,New York,4,32,2,Credit Card,0
T430,4521,2967.11,POS Payment,14,,Houston,0,3,6,Credit Card,1
T431,3760,1714.7,Online Purchase,18,Mobile,San Francisco,1,37,5,Credit Card,0
T432,3343,1067.32,ATM Withdrawal,6,Mobile,Houston,2,62,1,Credit Card,0
T433,2040,,Bill Payment,17,Tablet,New York,0,111,2,Credit Card,0
T434,3089,1755.68,POS Payment,12,Mobile,Miami,2,92,10,Credit Card,0
T435,2252,2618.15,Online Purchase,12,Mobile,San Francisco,1,73,5,Credit Card,0
T436,3913,3550.95,POS Payment,22,Desktop,Boston,0,39,9,Credit Card,0
T437,2636,3852.08,POS Payment,11,Tablet,Chicago,3,36,2,Credit Card,0
T438,3864,3582.23,Bank Transfer,10,Tablet,Seattle,4,74,3,Credit Card,0
T439,4004,514.8,Online Purchase,14,Mobile,Boston,4,59,3,Credit Card,0
T440,4663,1908.63,Online Purchase,19,Desktop,Seattle,0,75,5,Credit Card,0
T441,1338,2596.09,ATM Withdrawal,15,Tablet,Seattle,2,90,12,Credit Card,0
T442,3421,,ATM Withdrawal,19,Mobile,Chicago,2,78,7,Credit Card,0
T443,4023,2255.98,ATM Withdrawal,21,Mobile,San Francisco,1,17,3,Credit Card,0
T444,2223,1102.66,Bill Payment,2,Tablet,Boston,2,81,8,Credit Card,0
T445,4726,,Bank Transfer,1,Mobile,,4,28,13,Credit Card,0
T446,4948,1582.62,ATM Withdrawal,12,Desktop,San Francisco,0,11,13,Credit Card,0
T447,1046,4095.79,Online Purchase,20,Tablet,Los Angeles,1,12,4,Credit Card,0
T448,4359,49997.8,Bill Payment,,Mobile,Los Angeles,1,6,13,Credit Card,0
T449,4990,1527.29,Online Purchase,22,Tablet,Seattle,1,90,4,Credit Card,0
T450,2500,2851.64,Online Purchase,0,Mobile,Chicago,2,108,7,Credit Card,0
T451,1934,1512.41,ATM Withdrawal,16,Tablet,Houston,4,116,10,Credit Card,0
T452,4561,184.22,Online Purchase,10,Mobile,Boston,2,103,6,Credit Card,0
T453,4597,3241.36,Online Purchase,1,Tablet,Chicago,2,29,10,Credit Card,0
T454,2121,51.29,POS Payment,12,Mobile,,1,114,4,Credit Card,0
T455,4959,4310.64,Bank Transfer,3,Desktop,Houston,1,40,11,Credit Card,0
T456,4232,265.76,Bill Payment,23,Tablet,Los Angeles,2,65,12,Credit Card,0
T457,1492,3701.34,Online Purchase,5,Mobile,Houston,1,78,8,Credit Card,0
T458,3941,2203.55,POS Payment,15,Tablet,Los Angeles,4,92,3,Credit Card,0
T459,1545,978.85,Online Purchase,18,Mobile,Chicago,3,3,12,Credit Card,0
T460,2804,3525.36,ATM Withdrawal,7,Mobile,San Francisco,2,67,7,Credit Card,0
T461,2297,664.92,Bill Payment,9,Mobile,San Francisco,0,29,14,Credit Card,0
T462,4810,264.12,ATM Withdrawal,13,Desktop,Chicago,3,80,8,Credit Card,0
T463,1317,4582.68,POS Payment,15,Desktop,Los Angeles,0,42,12,Credit Card,0
T464,1271,1865.4,Bill Payment,7,Desktop,Miami,3,89,1,Credit Card,0
T465,4511,2093.17,ATM Withdrawal,18,Tablet,Houston,2,111,7,Credit Card,0
T466,1339,1459.07,Bank Transfer,13,Tablet,Seattle,2,81,6,Credit Card,0
T467,1388,1229.25,ATM Withdrawal,,Tablet,Seattle,0,36,10,Credit Card,0
T468,2165,1615.78,ATM Withdrawal,9,Mobile,,3,22,7,Credit Card,0
T469,1375,1555.84,ATM Withdrawal,7,Tablet,San Francisco,0,111,7,Credit Card,0
T470,3033,4666.84,Online Purchase,,Tablet,Los Angeles,2,97,11,Credit Card,0
T471,1431,4096.25,Bank Transfer,12,Tablet,Miami,1,20,7,Credit Card,0
T472,4960,156.72,Bank Transfer,7,Desktop,New York,3,113,11,Credit Card,0
T473,3041,2931.57,ATM Withdrawal,18,Mobile,Seattle,3,69,12,Credit Card,0
T474,4224,1770.13,ATM Withdrawal,17,Desktop,Seattle,2,9,2,Credit Card,0
T475,4782,978.14,Bank Transfer,22,Desktop,New York,1,47,7,Credit Card,0
T476,3611,1345.49,Bill Payment,19,Mobile,New York,0,31,3,Credit Card,0
T477,2607,3902.27,Online Purchase,22,Tablet,Chicago,0,33,5,Credit Card,0
T478,4646,2735.05,ATM Withdrawal,14,Mobile,Miami,0,50,4,Credit Card,0
T479,4314,4536.39,Bank Transfer,7,Tablet,Boston,0,113,12,Credit Card,0
T480,4118,157.34,Online Purchase,4,Desktop,Miami,1,66,3,Credit Card,0
T481,4170,2060.37,Online Purchase,4,Tablet,New York,3,113,7,Credit Card,0
T482,2913,1114.89,POS Payment,17,Mobile,Miami,2,80,5,Credit Card,0
T483,2776,3853.81,Bank Transfer,7,Tablet,Houston,4,15,10,Credit Card,0
T484,4561,1608.98,Online Purchase,12,Desktop,Seattle,1,31,13,Credit Card,0
T485,3737,322.44,POS Payment,12,Tablet,Miami,0,109,4,Credit Card,0
T486,3109,2575.46,Bank Transfer,13,Desktop,New York,4,48,7,Credit Card,0
T487,4216,2176.84,Bank Transfer,,Desktop,San Francisco,4,17,6,Credit Card,0
T488,1892,466.84,ATM Withdrawal,11,Unknown Device,Houston,1,26,4,Credit Card,1
T489,3376,4057.87,Online Purchase,22,Desktop,Houston,2,40,8,Credit Card,0
T490,1579,4594.98,POS Payment,11,Mobile,San Francisco,0,111,14,Credit Card,0
T491,2933,,Bank Transfer,17,Tablet,New York,4,67,2,Credit Card,0
T492,4681,287.67,Bill Payment,13,Mobile,Chicago,0,23,1,Credit Card,0
T493,3682,4495.25,POS Payment,18,Mobile,Boston,2,49,12,Credit Card,0
T494,2486,3811.41,Bill Payment,,Unknown Device,Boston,1,85,6,Credit Card,0
T495,1039,900.9,Bill Payment,7,Desktop,Chicago,1,80,6,Credit Card,0
T496,4195,103.21,Bank Transfer,19,,Seattle,1,33,12,Credit Card,0
T497,1037,3844.11,Bill Payment,23,Mobile,New York,1,8,11,Credit Card,0
T498,1913,282.53,Bill Payment,11,Desktop,Miami,2,57,7,Credit Card,0
T499,2137,3871.67,Online Purchase,13,Tablet,Chicago,0,13,12,Credit Card,0
T500,3396,1220.85,ATM Withdrawal,2,Tablet,Los Angeles,1,91,4,Credit Card,0
T501,4930,649.5,Online Purchase,23,Desktop,San Francisco,4,10,14,Credit Card,0
T502,2996,4006.43,POS Payment,12,Mobile,New York,4,99,4,Credit Card,0
T503,2312,1773.75,Bill Payment,8,Mobile,Los Angeles,4,98,4,Credit Card,0
T504,1362,4443.76,Bank Transfer,15,Tablet,Miami,2,65,11,Credit Card,0
T505,2716,2872.91,POS Payment,23,Desktop,Los Angeles,1,88,4,Credit Card,0
T506,1190,4102.3,POS Payment,16,,Houston,3,49,7,Credit Card,0
T507,3180,,POS Payment,17,Tablet,Seattle,1,75,9,Credit Card,0
T508,3403,4687.51,Bill Payment,7,Tablet,Boston,3,13,9,Credit Card,0
T509,3012,351.09,ATM Withdrawal,21,Tablet,New York,2,26,8,Credit Card,0
T510,2547,1432.91,Bank Transfer,12,Tablet,Chicago,1,35,13,Credit Card,0
T511,2985,,POS Payment,,Tablet,Los Angeles,0,79,1,Credit Card,0
T512,2136,1444.42,POS Payment,5,Mobile,Los Angeles,4,60,1,Credit Card,0
T513,3514,1551.85,Online Purchase,6,Tablet,San Francisco,1,97,10,Credit Card,0
T514,2247,2881.35,Bill Payment,,Desktop,Seattle,1,24,9,Credit Card,0
T515,2435,3683.58,POS Payment,21,Tablet,Miami,1,119,6,Credit Card,0
T516,3382,3347.57,Bank Transfer,14,Mobile,Seattle,4,63,12,Credit Card,0
T517,1988,1006.28,Bank Transfer,,Desktop,Los Angeles,4,27,4,Credit Card,0
T518,2265,2086.41,Bank Transfer,6,Tablet,Los Angeles,0,26,2,Credit Card,0
T519,3448,4287.73,ATM Withdrawal,15,Mobile,San Francisco,3,53,14,Credit Card,0
T520,4191,1280.44,Bank Transfer,18,Tablet,New York,3,76,11,Credit Card,0
T521,3126,1041.54,Bank Transfer,7,Mobile,San Francisco,3,26,8,Credit Card,0
T522,4609,920.21,POS Payment,7,Desktop,San Francisco,2,73,13,Credit Card,0
T523,4170,3766.44,Bank Transfer,5,Desktop,Seattle,3,59,12,Credit Card,0
T524,3844,1572.51,Bank Transfer,12,Mobile,Chicago,3,52,10,Credit Card,0
T525,3931,1906.48,Bill Payment,22,Mobile,Boston,3,57,4,Credit Card,0
T526,2823,3960.18,Online Purchase,3,Mobile,Los Angeles,4,15,3,Credit Card,0
T527,1868,554.12,Bill Payment,19,,Miami,4,4,13,Credit Card,0
T528,1083,3730.67,Bank Transfer,15,Desktop,Los Angeles,2,8,9,Credit Card,0
T529,2976,3497.5,Online Purchase,23,Mobile,New York,4,73,7,Credit Card,0
T530,4328,4737.01,ATM Withdrawal,15,Tablet,Seattle,1,25,11,Credit Card,0
T531,1933,1831.14,Bill Payment,6,Desktop,Miami,3,40,9,Credit Card,0
T532,4598,3349.23,ATM Withdrawal,19,Mobile,Houston,2,110,12,Credit Card,1
T533,4233,3488.33,POS Payment,0,Tablet,Chicago,4,13,14,Credit Card,0
T534,2680,4564.13,POS Payment,14,Desktop,Chicago,4,101,7,Credit Card,0
T535,1519,2424.21,POS Payment,12,Mobile,San Francisco,0,113,1,Credit Card,0
T536,1348,120.62,ATM Withdrawal,3,Tablet,Los Angeles,3,75,2,Credit Card,0
T537,2559,3377.72,Online Purchase,10,Desktop,Boston,0,85,5,Credit Card,0
T538,4899,56.14,Bill Payment,23,Mobile,Seattle,0,107,8,Credit Card,0
T539,4629,3643.74,Bill Payment,12,Desktop,Chicago,0,108,4,Credit Card,0
T540,3781,1238.71,Online Purchase,17,Desktop,Miami,1,76,4,Credit Card,0
T541,4344,1658.72,ATM Withdrawal,0,Mobile,Chicago,0,70,14,Credit Card,0
T542,2259,4125.15,Bill Payment,14,Mobile,Houston,2,32,4,Credit Card,0
T543,1071,351.99,ATM Withdrawal,8,Mobile,Miami,2,93,4,Credit Card,0
T544,3043,1046.8,Online Purchase,,,Boston,0,55,1,Credit Card,0
T545,3448,707.1,POS Payment,0,Mobile,Chicago,4,17,2,Credit Card,0
T546,3635,2676.59,POS Payment,19,Desktop,Los Angeles,1,72,9,Credit Card,0
T547,4534,3104.96,ATM Withdrawal,8,Desktop,Seattle,2,81,11,Credit Card,0
T548,1591,2185.28,Online Purchase,18,Tablet,Houston,1,116,4,Credit Card,0
T549,2951,2827.13,ATM Withdrawal,19,Tablet,San Francisco,0,81,10,Credit Card,0
T550,2949,3569.79,Online Purchase,20,Desktop,Miami,2,47,12,Credit Card,0
T551,4174,4039.08,POS Payment,10,Desktop,Miami,2,53,13,Credit Card,0
T552,4237,2552.22,Bill Payment,11,Mobile,New York,2,42,3,Credit Card,0
T553,3918,1684.45,POS Payment,4,Desktop,Houston,0,55,10,Credit Card,0
T554,1089,1713.73,ATM Withdrawal,20,Desktop,Boston,0,47,8,Credit Card,0
T555,1886,1185.26,ATM Withdrawal,5,Mobile,Chicago,3,4,4,Credit Card,1
T556,3821,,ATM Withdrawal,6,Tablet,,0,119,8,Credit Card,0
T557,2439,2252.62,Bank Transfer,17,Tablet,Boston,4,98,9,Credit Card,0
T558,4911,525.5,ATM Withdrawal,14,Mobile,San Francisco,1,73,10,Credit Card,0
T559,2341,4014.81,POS Payment,3,Desktop,Chicago,3,93,5,Credit Card,0
T560,3430,4170.24,Bill Payment,2,Tablet,New York,3,95,9,Credit Card,0
T561,1458,3085.55,POS Payment,15,Tablet,Seattle,4,3,1,Credit Card,0
T562,1899,313.77,Online Purchase,22,Mobile,Seattle,1,112,1,Credit Card,1
T563,4461,1602.95,Bank Transfer,,Tablet,New York,0,102,13,Credit Card,0
T564,1021,4746.46,Bank Transfer,9,Tablet,Boston,3,18,3,Credit Card,0
T565,1873,61,POS Payment,,Desktop,Houston,3,54,7,Credit Card,0
T566,1013,2062.75,POS Payment,5,Desktop,Miami,4,65,13,Credit Card,0
T567,4083,1025.74,ATM Withdrawal,20,Tablet,Los Angeles,2,31,4,Credit Card,0
T568,2266,485.52,ATM Withdrawal,19,Desktop,Seattle,2,70,11,Credit Card,0
T569,4218,4960.36,Bank Transfer,12,Desktop,Los Angeles,0,8,13,Credit Card,1
T570,1684,2701.87,Bank Transfer,7,Tablet,Seattle,1,19,5,Credit Card,0
T571,1694,2584.19,Bill Payment,16,Mobile,Houston,0,105,12,Credit Card,0
T572,4883,1301.14,Bank Transfer,2,Tablet,Los Angeles,0,20,9,Credit Card,0
T573,3971,1072.64,Bank Transfer,,Mobile,Seattle,0,113,8,Credit Card,0
T574,2982,,POS Payment,13,,Boston,1,95,13,Credit Card,0
T575,3852,474.4,POS Payment,4,Tablet,Los Angeles,2,24,9,Credit Card,0
T576,1515,4874.61,Bill Payment,22,Desktop,Miami,3,27,4,Credit Card,0
T577,3779,587.14,ATM Withdrawal,11,Desktop,New York,1,33,10,Credit Card,0
T578,2387,3866.49,Bill Payment,12,Mobile,Seattle,1,91,14,Credit Card,0
T579,3579,4326.98,Online Purchase,6,Desktop,Miami,2,87,7,Credit Card,0
T580,1955,375.48,Online Purchase,11,Tablet,Houston,4,6,13,Credit Card,0
T581,4811,49997.8,ATM Withdrawal,19,Tablet,Seattle,0,113,5,Credit Card,0
T582,3979,1681.06,Online Purchase,20,Desktop,New York,3,66,14,Credit Card,0
T583,1294,836.67,Online Purchase,5,Desktop,New York,1,13,4,Credit Card,0
T584,2291,1751.01,Bank Transfer,1,Tablet,Chicago,1,68,2,Credit Card,0
T585,4808,3408.79,Bank Transfer,21,Desktop,Seattle,3,40,10,Credit Card,0
T586,1939,1089.49,Online Purchase,12,Desktop,Boston,2,80,10,Credit Card,0
T587,1525,1770.15,ATM Withdrawal,1,Desktop,Houston,3,23,12,Credit Card,0
T588,1001,462.31,POS Payment,9,Desktop,Seattle,4,105,3,Credit Card,0
T589,3884,517.16,Bill Payment,3,Mobile,,4,39,14,Credit Card,0
T590,1013,1208.42,ATM Withdrawal,4,Desktop,Houston,2,88,3,Credit Card,0
T591,4155,1691.59,ATM Withdrawal,10,Tablet,New York,2,76,12,Credit Card,0
T592,1129,3423.35,Bill Payment,8,Desktop,Miami,4,76,6,Credit Card,0
T593,1027,139.39,ATM Withdrawal,14,Unknown Device,Boston,1,59,6,Credit Card,0
T594,2472,1896.65,POS Payment,21,Mobile,Los Angeles,1,99,12,Credit Card,0
T595,3966,49997.8,Online Purchase,6,Desktop,New York,0,40,4,Credit Card,0
T596,1629,4939.92,Bank Transfer,21,Tablet,Miami,1,9,4,Credit Card,1
T597,3639,4732.52,Online Purchase,13,Tablet,Miami,4,51,6,Credit Card,0
T598,2993,523.62,ATM Withdrawal,16,Mobile,Miami,1,83,2,Credit Card,0
T599,2628,1713.46,ATM Withdrawal,9,Mobile,Chicago,0,17,13,Credit Card,0
T600,3560,2014.83,Bank Transfer,11,Mobile,Chicago,0,37,11,Credit Card,0
T601,3933,2118.6,Online Purchase,10,Desktop,Boston,3,59,3,Credit Card,0
T602,4192,1996.48,ATM Withdrawal,17,Desktop,Boston,2,43,7,Credit Card,0
T603,4178,1321.63,Online Purchase,16,Desktop,Houston,1,65,5,Credit Card,0
T604,2956,4526.9,ATM Withdrawal,9,Mobile,Seattle,1,32,14,Credit Card,0
T605,3212,3271.89,Online Purchase,22,Desktop,Los Angeles,1,79,9,Credit Card,0
T606,4568,1021.66,Online Purchase,16,Desktop,New York,4,8,8,Credit Card,0
T607,2579,1024.97,Online Purchase,23,Desktop,San Francisco,4,46,6,Credit Card,0
T608,2742,4766.8,Bank Transfer,9,Desktop,Miami,0,10,5,Credit Card,0
T609,1968,314.09,POS Payment,16,Desktop,Chicago,0,100,1,Credit Card,0
T610,3166,1547.34,Bank Transfer,16,Desktop,Miami,4,64,2,Credit Card,0
T611,2058,4893.87,Bank Transfer,16,Tablet,Seattle,4,44,6,Credit Card,0
T612,4828,4905.37,Online Purchase,23,Desktop,San Francisco,4,83,6,Credit Card,0
T613,3738,3045.09,POS Payment,19,Mobile,Seattle,0,44,12,Credit Card,1
T614,3740,1141.66,Bill Payment,15,,New York,1,92,11,Credit Card,1
T615,3289,1228.68,ATM Withdrawal,1,Tablet,,0,37,8,Credit Card,0
T616,1216,439.5,ATM Withdrawal,8,Mobile,Chicago,4,90,3,Credit Card,0
T617,4377,2782.31,ATM Withdrawal,,Mobile,San Francisco,2,74,2,Credit Card,0
T618,4923,1176.68,Bill Payment,0,Desktop,Miami,1,32,11,Credit Card,0
T619,2969,2282.91,Bank Transfer,21,Tablet,Seattle,0,35,14,Credit Card,0
T620,2799,3224.56,Bank Transfer,20,Mobile,San Francisco,1,78,1,Credit Card,0
T621,3716,3759.32,Bill Payment,17,Mobile,Boston,1,44,2,Credit Card,0
T622,2381,2933.83,ATM Withdrawal,3,Mobile,Houston,4,11,12,Credit Card,0
T623,1516,1949.86,Online Purchase,,Desktop,Houston,1,7,13,Credit Card,1
